indice_tiempo,region_de_destino,origen_viajeros,viajeros,observaciones
2010-09-01,Buenos Aires,No residentes,1796,""
2010-09-01,CABA,Residentes,183429,""
2010-09-01,CABA,No residentes,226145,""
2010-09-01,Cuyo,Residentes,132027,""
2010-09-01,Cuyo,No residentes,25259,""
2010-09-01,Córdoba,Residentes,155668,""
2010-09-01,Córdoba,No residentes,6526,""
2010-09-01,Litoral,Residentes,219535,""
2010-09-01,Litoral,No residentes,26191,""
2010-09-01,Norte,Residentes,160795,""
2010-09-01,Norte,No residentes,17869,""
2010-09-01,Patagonia,Residentes,198341,""
2010-09-01,Patagonia,No residentes,67603,""
2010-10-01,Buenos Aires,Residentes,190725,""
2010-10-01,Buenos Aires,No residentes,3178,""
2010-10-01,CABA,Residentes,187568,""
2010-10-01,CABA,No residentes,252785,""
2010-10-01,Cuyo,Residentes,139444,""
2010-10-01,Cuyo,No residentes,31411,""
2010-10-01,Córdoba,Residentes,175284,""
2010-10-01,Córdoba,No residentes,8939,""
2010-10-01,Litoral,Residentes,225455,""
2010-10-01,Litoral,No residentes,32175,""
2010-10-01,Norte,Residentes,157092,""
2010-10-01,Norte,No residentes,27639,""
2010-10-01,Patagonia,Residentes,177820,""
2010-10-01,Patagonia,No residentes,84075,""
2010-11-01,Buenos Aires,Residentes,195985,""
2010-11-01,Buenos Aires,No residentes,2312,""
2010-11-01,CABA,Residentes,199920,""
2010-11-01,CABA,No residentes,253613,""
2010-11-01,Cuyo,Residentes,122985,""
2010-11-01,Cuyo,No residentes,28510,""
2010-11-01,Córdoba,Residentes,158046,""
2010-11-01,Córdoba,No residentes,7936,""
2010-11-01,Litoral,Residentes,211323,""
2010-11-01,Litoral,No residentes,35504,""
2010-11-01,Norte,Residentes,127775,""
2010-11-01,Norte,No residentes,35119,""
2010-11-01,Patagonia,Residentes,169394,""
2010-11-01,Patagonia,No residentes,135324,""
2010-12-01,Buenos Aires,Residentes,204127,""
2010-12-01,Buenos Aires,No residentes,3988,""
2010-12-01,CABA,Residentes,165922,""
2010-12-01,CABA,No residentes,236793,""
2010-12-01,Cuyo,Residentes,100314,""
2010-12-01,Cuyo,No residentes,28001,""
2010-12-01,Córdoba,Residentes,150581,""
2010-12-01,Córdoba,No residentes,7297,""
2010-12-01,Litoral,Residentes,198804,""
2010-12-01,Litoral,No residentes,34664,""
2010-12-01,Norte,Residentes,101460,""
2010-12-01,Norte,No residentes,22854,""
2010-12-01,Patagonia,Residentes,170267,""
2010-12-01,Patagonia,No residentes,133027,""
2011-01-01,Buenos Aires,Residentes,364676,""
2011-01-01,Buenos Aires,No residentes,9546,""
2011-01-01,CABA,Residentes,140122,""
2011-01-01,CABA,No residentes,237699,""
2011-01-01,Cuyo,Residentes,160244,""
2011-01-01,Cuyo,No residentes,39882,""
2011-01-01,Córdoba,Residentes,274317,""
2011-01-01,Córdoba,No residentes,7433,""
2011-01-01,Litoral,Residentes,241461,""
2011-01-01,Litoral,No residentes,38945,""
2011-01-01,Norte,Residentes,174508,""
2011-01-01,Norte,No residentes,29604,""
2011-01-01,Patagonia,Residentes,317620,""
2011-01-01,Patagonia,No residentes,161255,""
2011-02-01,Buenos Aires,Residentes,313342,""
2011-02-01,Buenos Aires,No residentes,4732,""
2011-02-01,CABA,Residentes,143836,""
2011-02-01,CABA,No residentes,200660,""
2011-02-01,Cuyo,Residentes,137585,""
2011-02-01,Cuyo,No residentes,38883,""
2011-02-01,Córdoba,Residentes,224121,""
2011-02-01,Córdoba,No residentes,6834,""
2011-02-01,Litoral,Residentes,250674,""
2011-02-01,Litoral,No residentes,34357,""
2011-02-01,Norte,Residentes,136833,""
2011-02-01,Norte,No residentes,27812,""
2011-02-01,Patagonia,Residentes,210481,""
2011-02-01,Patagonia,No residentes,150112,""
2011-03-01,Buenos Aires,Residentes,243301,""
2011-03-01,Buenos Aires,No residentes,2891,""
2011-03-01,CABA,Residentes,176734,""
2011-03-01,CABA,No residentes,243755,""
2011-03-01,Cuyo,Residentes,154443,""
2011-03-01,Cuyo,No residentes,32288,""
2011-03-01,Córdoba,Residentes,178084,""
2011-03-01,Córdoba,No residentes,7245,""
2011-03-01,Litoral,Residentes,234538,""
2011-03-01,Litoral,No residentes,30865,""
2011-03-01,Norte,Residentes,163613,""
2011-03-01,Norte,No residentes,32209,""
2011-03-01,Patagonia,Residentes,181220,""
2011-03-01,Patagonia,No residentes,106630,""
2011-04-01,Buenos Aires,Residentes,151655,""
2011-04-01,Buenos Aires,No residentes,1888,""
2011-04-01,CABA,Residentes,182307,""
2011-04-01,CABA,No residentes,235047,""
2011-04-01,Cuyo,Residentes,136578,""
2011-04-01,Cuyo,No residentes,29105,""
2011-04-01,Córdoba,Residentes,145684,""
2011-04-01,Córdoba,No residentes,7423,""
2011-04-01,Litoral,Residentes,228579,""
2011-04-01,Litoral,No residentes,27129,""
2011-04-01,Norte,Residentes,145555,""
2011-04-01,Norte,No residentes,29406,""
2011-04-01,Patagonia,Residentes,147575,""
2011-04-01,Patagonia,No residentes,51277,""
2011-05-01,Buenos Aires,Residentes,112165,""
2011-05-01,Buenos Aires,No residentes,2071,""
2011-05-01,CABA,Residentes,180531,""
2011-05-01,CABA,No residentes,198023,""
2011-05-01,Cuyo,Residentes,129018,""
2011-05-01,Cuyo,No residentes,25201,""
2011-05-01,Córdoba,Residentes,132321,""
2011-05-01,Córdoba,No residentes,7656,""
2011-05-01,Litoral,Residentes,217151,""
2011-05-01,Litoral,No residentes,19689,""
2011-05-01,Norte,Residentes,147141,""
2011-05-01,Norte,No residentes,20451,""
2011-05-01,Patagonia,Residentes,118427,""
2011-05-01,Patagonia,No residentes,28284,""
2011-06-01,Buenos Aires,Residentes,92312,""
2011-06-01,Buenos Aires,No residentes,1525,""
2011-06-01,CABA,Residentes,185654,""
2011-06-01,CABA,No residentes,192627,""
2011-06-01,Cuyo,Residentes,119639,""
2011-06-01,Cuyo,No residentes,20553,""
2011-06-01,Córdoba,Residentes,124322,""
2011-06-01,Córdoba,No residentes,8278,""
2011-06-01,Litoral,Residentes,221973,""
2011-06-01,Litoral,No residentes,19119,""
2011-06-01,Norte,Residentes,146941,""
2011-06-01,Norte,No residentes,13782,""
2011-06-01,Patagonia,Residentes,86585,""
2011-06-01,Patagonia,No residentes,12278,""
2011-07-01,Buenos Aires,Residentes,143233,""
2011-07-01,Buenos Aires,No residentes,1697,""
2011-07-01,CABA,Residentes,226303,""
2011-07-01,CABA,No residentes,258861,""
2011-07-01,Cuyo,Residentes,175453,""
2011-07-01,Cuyo,No residentes,49585,""
2011-07-01,Córdoba,Residentes,207907,""
2011-07-01,Córdoba,No residentes,9667,""
2011-07-01,Litoral,Residentes,259276,""
2011-07-01,Litoral,No residentes,32346,""
2011-07-01,Norte,Residentes,277612,""
2011-07-01,Norte,No residentes,23634,""
2011-07-01,Patagonia,Residentes,147239,""
2011-07-01,Patagonia,No residentes,42090,""
2011-08-01,Buenos Aires,Residentes,129712,""
2011-08-01,Buenos Aires,No residentes,2795,""
2011-08-01,CABA,Residentes,194629,""
2011-08-01,CABA,No residentes,212544,""
2011-08-01,Cuyo,Residentes,147200,""
2011-08-01,Cuyo,No residentes,23240,""
2011-08-01,Córdoba,Residentes,155990,""
2011-08-01,Córdoba,No residentes,6974,""
2011-08-01,Litoral,Residentes,238873,""
2011-08-01,Litoral,No residentes,21337,""
2011-08-01,Norte,Residentes,169954,""
2011-08-01,Norte,No residentes,22339,""
2011-08-01,Patagonia,Residentes,162819,""
2011-08-01,Patagonia,No residentes,42938,""
2011-09-01,Buenos Aires,Residentes,147383,""
2011-09-01,Buenos Aires,No residentes,1949,""
2011-09-01,CABA,Residentes,215084,""
2011-09-01,CABA,No residentes,235974,""
2011-09-01,Cuyo,Residentes,151640,""
2011-09-01,Cuyo,No residentes,29482,""
2011-09-01,Córdoba,Residentes,142350,""
2011-09-01,Córdoba,No residentes,7778,""
2011-09-01,Litoral,Residentes,249866,""
2011-09-01,Litoral,No residentes,22255,""
2011-09-01,Norte,Residentes,179831,""
2011-09-01,Norte,No residentes,18819,""
2011-09-01,Patagonia,Residentes,180006,""
2011-09-01,Patagonia,No residentes,46655,""
2011-10-01,Buenos Aires,Residentes,178061,""
2011-10-01,Buenos Aires,No residentes,2414,""
2011-10-01,CABA,Residentes,217550,""
2011-10-01,CABA,No residentes,231624,""
2011-10-01,Cuyo,Residentes,157383,""
2011-10-01,Cuyo,No residentes,34692,""
2011-10-01,Córdoba,Residentes,168928,""
2011-10-01,Córdoba,No residentes,8948,""
2011-10-01,Litoral,Residentes,246861,""
2011-10-01,Litoral,No residentes,29360,""
2011-10-01,Norte,Residentes,158718,""
2011-10-01,Norte,No residentes,28022,""
2011-10-01,Patagonia,Residentes,178559,""
2011-10-01,Patagonia,No residentes,68296,""
2011-11-01,Buenos Aires,Residentes,208174,""
2011-11-01,Buenos Aires,No residentes,3178,""
2011-11-01,CABA,Residentes,226896,""
2011-11-01,CABA,No residentes,255507,""
2011-11-01,Cuyo,Residentes,144662,""
2011-11-01,Cuyo,No residentes,31111,""
2011-11-01,Córdoba,Residentes,172454,""
2011-11-01,Córdoba,No residentes,8145,""
2011-11-01,Litoral,Residentes,237854,""
2011-11-01,Litoral,No residentes,35624,""
2011-11-01,Norte,Residentes,133642,""
2011-11-01,Norte,No residentes,38391,""
2011-11-01,Patagonia,Residentes,160309,""
2011-11-01,Patagonia,No residentes,103656,""
2011-12-01,Buenos Aires,Residentes,232966,""
2011-12-01,Buenos Aires,No residentes,4037,""
2011-12-01,CABA,Residentes,181139,""
2011-12-01,CABA,No residentes,226053,""
2011-12-01,Cuyo,Residentes,114952,""
2011-12-01,Cuyo,No residentes,25673,""
2011-12-01,Córdoba,Residentes,172612,""
2011-12-01,Córdoba,No residentes,6173,""
2011-12-01,Litoral,Residentes,215733,""
2011-12-01,Litoral,No residentes,33784,""
2011-12-01,Norte,Residentes,103756,""
2011-12-01,Norte,No residentes,22524,""
2011-12-01,Patagonia,Residentes,160829,""
2011-12-01,Patagonia,No residentes,108434,""
2012-01-01,Buenos Aires,Residentes,380131,""
2012-01-01,Buenos Aires,No residentes,5545,""
2012-01-01,CABA,Residentes,149250,""
2012-01-01,CABA,No residentes,222545,""
2012-01-01,Cuyo,Residentes,139357,""
2012-01-01,Cuyo,No residentes,32445,""
2012-01-01,Córdoba,Residentes,276017,""
2012-01-01,Córdoba,No residentes,8551,""
2012-01-01,Litoral,Residentes,260507,""
2012-01-01,Litoral,No residentes,43145,""
2012-01-01,Norte,Residentes,172032,""
2012-01-01,Norte,No residentes,23401,""
2012-01-01,Patagonia,Residentes,264074,""
2012-01-01,Patagonia,No residentes,135344,""
2012-02-01,Buenos Aires,Residentes,345106,""
2012-02-01,Buenos Aires,No residentes,4655,""
2012-02-01,CABA,Residentes,144104,""
2012-02-01,CABA,No residentes,201413,""
2012-02-01,Cuyo,Residentes,140889,""
2012-02-01,Cuyo,No residentes,36028,""
2012-02-01,Córdoba,Residentes,235791,""
2012-02-01,Córdoba,No residentes,8102,""
2012-02-01,Litoral,Residentes,257685,""
2012-02-01,Litoral,No residentes,42397,""
2012-02-01,Norte,Residentes,145459,""
2012-02-01,Norte,No residentes,22769,""
2012-02-01,Patagonia,Residentes,208269,""
2012-02-01,Patagonia,No residentes,130088,""
2012-03-01,Buenos Aires,Residentes,233286,""
2012-03-01,Buenos Aires,No residentes,6559,""
2012-03-01,CABA,Residentes,195982,""
2012-03-01,CABA,No residentes,238843,""
2012-03-01,Cuyo,Residentes,132675,""
2012-03-01,Cuyo,No residentes,28862,""
2012-03-01,Córdoba,Residentes,177519,""
2012-03-01,Córdoba,No residentes,7385,""
2012-03-01,Litoral,Residentes,232118,""
2012-03-01,Litoral,No residentes,34142,""
2012-03-01,Norte,Residentes,125284,""
2012-03-01,Norte,No residentes,22641,""
2012-03-01,Patagonia,Residentes,165428,""
2012-03-01,Patagonia,No residentes,80140,""
2012-04-01,Buenos Aires,Residentes,196948,""
2012-04-01,Buenos Aires,No residentes,3416,""
2012-04-01,CABA,Residentes,180149,""
2012-04-01,CABA,No residentes,224055,""
2012-04-01,Cuyo,Residentes,147109,""
2012-04-01,Cuyo,No residentes,27643,""
2012-04-01,Córdoba,Residentes,177946,""
2012-04-01,Córdoba,No residentes,7810,""
2012-04-01,Litoral,Residentes,240038,""
2012-04-01,Litoral,No residentes,28313,""
2012-04-01,Norte,Residentes,164148,""
2012-04-01,Norte,No residentes,18041,""
2012-04-01,Patagonia,Residentes,158687,""
2012-04-01,Patagonia,No residentes,40509,""
2012-05-01,Buenos Aires,Residentes,126675,""
2012-05-01,Buenos Aires,No residentes,2781,""
2012-05-01,CABA,Residentes,177381,""
2012-05-01,CABA,No residentes,184411,""
2012-05-01,Cuyo,Residentes,118532,""
2012-05-01,Cuyo,No residentes,20552,""
2012-05-01,Córdoba,Residentes,148032,""
2012-05-01,Córdoba,No residentes,6780,""
2012-05-01,Litoral,Residentes,217276,""
2012-05-01,Litoral,No residentes,24430,""
2012-05-01,Norte,Residentes,131283,""
2012-05-01,Norte,No residentes,12537,""
2012-05-01,Patagonia,Residentes,125069,""
2012-05-01,Patagonia,No residentes,16206,""
2012-06-01,Buenos Aires,Residentes,99885,""
2012-06-01,Buenos Aires,No residentes,1888,""
2012-06-01,CABA,Residentes,172728,""
2012-06-01,CABA,No residentes,184197,""
2012-06-01,Cuyo,Residentes,110321,""
2012-06-01,Cuyo,No residentes,17605,""
2012-06-01,Córdoba,Residentes,86553,""
2012-06-01,Córdoba,No residentes,5364,""
2012-06-01,Litoral,Residentes,206077,""
2012-06-01,Litoral,No residentes,22580,""
2012-06-01,Norte,Residentes,128452,""
2012-06-01,Norte,No residentes,9087,""
2012-06-01,Patagonia,Residentes,124395,""
2012-06-01,Patagonia,No residentes,21910,""
2012-07-01,Buenos Aires,Residentes,149740,""
2012-07-01,Buenos Aires,No residentes,2538,""
2012-07-01,CABA,Residentes,214898,""
2012-07-01,CABA,No residentes,205467,""
2012-07-01,Cuyo,Residentes,181874,""
2012-07-01,Cuyo,No residentes,25666,""
2012-07-01,Córdoba,Residentes,173349,""
2012-07-01,Córdoba,No residentes,6999,""
2012-07-01,Litoral,Residentes,268618,""
2012-07-01,Litoral,No residentes,24930,""
2012-07-01,Norte,Residentes,266194,""
2012-07-01,Norte,No residentes,14745,""
2012-07-01,Patagonia,Residentes,221564,""
2012-07-01,Patagonia,No residentes,53475,""
2012-08-01,Buenos Aires,Residentes,134500,""
2012-08-01,Buenos Aires,No residentes,2078,""
2012-08-01,CABA,Residentes,187566,""
2012-08-01,CABA,No residentes,188462,""
2012-08-01,Cuyo,Residentes,146674,""
2012-08-01,Cuyo,No residentes,21880,""
2012-08-01,Córdoba,Residentes,146275,""
2012-08-01,Córdoba,No residentes,6099,""
2012-08-01,Litoral,Residentes,237265,""
2012-08-01,Litoral,No residentes,24390,""
2012-08-01,Norte,Residentes,172630,""
2012-08-01,Norte,No residentes,16910,""
2012-08-01,Patagonia,Residentes,196776,""
2012-08-01,Patagonia,No residentes,40546,""
2012-09-01,Buenos Aires,Residentes,162163,""
2012-09-01,Buenos Aires,No residentes,1832,""
2012-09-01,CABA,Residentes,194353,""
2012-09-01,CABA,No residentes,191560,""
2012-09-01,Cuyo,Residentes,140318,""
2012-09-01,Cuyo,No residentes,28929,""
2012-09-01,Córdoba,Residentes,156575,""
2012-09-01,Córdoba,No residentes,7218,""
2012-09-01,Litoral,Residentes,236246,""
2012-09-01,Litoral,No residentes,29626,""
2012-09-01,Norte,Residentes,179866,""
2012-09-01,Norte,No residentes,13645,""
2012-09-01,Patagonia,Residentes,215004,""
2012-09-01,Patagonia,No residentes,37718,""
2012-10-01,Buenos Aires,Residentes,168630,""
2012-10-01,Buenos Aires,No residentes,3828,""
2012-10-01,CABA,Residentes,203179,""
2012-10-01,CABA,No residentes,206011,""
2012-10-01,Cuyo,Residentes,153221,""
2012-10-01,Cuyo,No residentes,28919,""
2012-10-01,Córdoba,Residentes,167664,""
2012-10-01,Córdoba,No residentes,6343,""
2012-10-01,Litoral,Residentes,248074,""
2012-10-01,Litoral,No residentes,32571,""
2012-10-01,Norte,Residentes,174267,""
2012-10-01,Norte,No residentes,22028,""
2012-10-01,Patagonia,Residentes,205898,""
2012-10-01,Patagonia,No residentes,44705,""
2012-11-01,Buenos Aires,Residentes,212261,""
2012-11-01,Buenos Aires,No residentes,4480,""
2012-11-01,CABA,Residentes,213617,""
2012-11-01,CABA,No residentes,231185,""
2012-11-01,Cuyo,Residentes,138770,""
2012-11-01,Cuyo,No residentes,33327,""
2012-11-01,Córdoba,Residentes,165657,""
2012-11-01,Córdoba,No residentes,6626,""
2012-11-01,Litoral,Residentes,236439,""
2012-11-01,Litoral,No residentes,35607,""
2012-11-01,Norte,Residentes,139663,""
2012-11-01,Norte,No residentes,25441,""
2012-11-01,Patagonia,Residentes,191254,""
2012-11-01,Patagonia,No residentes,84819,""
2012-12-01,Buenos Aires,Residentes,212739,""
2012-12-01,Buenos Aires,No residentes,4173,""
2012-12-01,CABA,Residentes,174983,""
2012-12-01,CABA,No residentes,203899,""
2012-12-01,Cuyo,Residentes,115979,""
2012-12-01,Cuyo,No residentes,27745,""
2012-12-01,Córdoba,Residentes,157285,""
2012-12-01,Córdoba,No residentes,6307,""
2012-12-01,Litoral,Residentes,208348,""
2012-12-01,Litoral,No residentes,26484,""
2012-12-01,Norte,Residentes,97342,""
2012-12-01,Norte,No residentes,17507,""
2012-12-01,Patagonia,Residentes,197245,""
2012-12-01,Patagonia,No residentes,98786,""
2013-01-01,Buenos Aires,Residentes,347836,""
2013-01-01,Buenos Aires,No residentes,3950,""
2013-01-01,CABA,Residentes,143387,""
2013-01-01,CABA,No residentes,183068,""
2013-01-01,Cuyo,Residentes,154927,""
2013-01-01,Cuyo,No residentes,37875,""
2013-01-01,Córdoba,Residentes,241075,""
2013-01-01,Córdoba,No residentes,7991,""
2013-01-01,Litoral,Residentes,234630,""
2013-01-01,Litoral,No residentes,32896,""
2013-01-01,Norte,Residentes,176764,""
2013-01-01,Norte,No residentes,24218,""
2013-01-01,Patagonia,Residentes,302771,""
2013-01-01,Patagonia,No residentes,121093,""
2013-02-01,Buenos Aires,Residentes,290999,""
2013-02-01,Buenos Aires,No residentes,2768,""
2013-02-01,CABA,Residentes,148372,""
2013-02-01,CABA,No residentes,177380,""
2013-02-01,Cuyo,Residentes,137924,""
2013-02-01,Cuyo,No residentes,29760,""
2013-02-01,Córdoba,Residentes,213019,""
2013-02-01,Córdoba,No residentes,7128,""
2013-02-01,Litoral,Residentes,217509,""
2013-02-01,Litoral,No residentes,29626,""
2013-02-01,Norte,Residentes,146122,""
2013-02-01,Norte,No residentes,19250,""
2013-02-01,Patagonia,Residentes,236683,""
2013-02-01,Patagonia,No residentes,110746,""
2013-03-01,Buenos Aires,Residentes,214401,""
2013-03-01,Buenos Aires,No residentes,1891,""
2013-03-01,CABA,Residentes,189090,""
2013-03-01,CABA,No residentes,205966,""
2013-03-01,Cuyo,Residentes,156018,""
2013-03-01,Cuyo,No residentes,31659,""
2013-03-01,Córdoba,Residentes,174630,""
2013-03-01,Córdoba,No residentes,5962,""
2013-03-01,Litoral,Residentes,214290,""
2013-03-01,Litoral,No residentes,32599,""
2013-03-01,Norte,Residentes,168140,""
2013-03-01,Norte,No residentes,25271,""
2013-03-01,Patagonia,Residentes,205715,""
2013-03-01,Patagonia,No residentes,69000,""
2013-04-01,Buenos Aires,Residentes,119770,""
2013-04-01,Buenos Aires,No residentes,1602,""
2013-04-01,CABA,Residentes,184284,""
2013-04-01,CABA,No residentes,177862,""
2013-04-01,Cuyo,Residentes,138393,""
2013-04-01,Cuyo,No residentes,26995,""
2013-04-01,Córdoba,Residentes,131991,""
2013-04-01,Córdoba,No residentes,5465,""
2013-04-01,Litoral,Residentes,187091,""
2013-04-01,Litoral,No residentes,26080,""
2013-04-01,Norte,Residentes,144602,""
2013-04-01,Norte,No residentes,18366,""
2013-04-01,Patagonia,Residentes,147789,""
2013-04-01,Patagonia,No residentes,31294,""
2013-05-01,Buenos Aires,Residentes,85718,""
2013-05-01,Buenos Aires,No residentes,1276,""
2013-05-01,CABA,Residentes,204292,""
2013-05-01,CABA,No residentes,179338,""
2013-05-01,Cuyo,Residentes,117786,""
2013-05-01,Cuyo,No residentes,23411,""
2013-05-01,Córdoba,Residentes,114350,""
2013-05-01,Córdoba,No residentes,5650,""
2013-05-01,Litoral,Residentes,212881,""
2013-05-01,Litoral,No residentes,26643,""
2013-05-01,Norte,Residentes,144783,""
2013-05-01,Norte,No residentes,16695,""
2013-05-01,Patagonia,Residentes,118780,""
2013-05-01,Patagonia,No residentes,19036,""
2013-06-01,Buenos Aires,Residentes,94982,""
2013-06-01,Buenos Aires,No residentes,1332,""
2013-06-01,CABA,Residentes,197714,""
2013-06-01,CABA,No residentes,174496,""
2013-06-01,Cuyo,Residentes,128258,""
2013-06-01,Cuyo,No residentes,17454,""
2013-06-01,Córdoba,Residentes,115737,""
2013-06-01,Córdoba,No residentes,4210,""
2013-06-01,Litoral,Residentes,215558,""
2013-06-01,Litoral,No residentes,24947,""
2013-06-01,Norte,Residentes,150999,""
2013-06-01,Norte,No residentes,9471,""
2013-06-01,Patagonia,Residentes,134997,""
2013-06-01,Patagonia,No residentes,26948,""
2013-07-01,Buenos Aires,Residentes,120887,""
2013-07-01,Buenos Aires,No residentes,1612,""
2013-07-01,CABA,Residentes,233169,""
2013-07-01,CABA,No residentes,196828,""
2013-07-01,Cuyo,Residentes,188299,""
2013-07-01,Cuyo,No residentes,25809,""
2013-07-01,Córdoba,Residentes,169314,""
2013-07-01,Córdoba,No residentes,8269,""
2013-07-01,Litoral,Residentes,247685,""
2013-07-01,Litoral,No residentes,26493,""
2013-07-01,Norte,Residentes,280230,""
2013-07-01,Norte,No residentes,14504,""
2013-07-01,Patagonia,Residentes,227191,""
2013-07-01,Patagonia,No residentes,59174,""
2013-08-01,Buenos Aires,Residentes,104766,""
2013-08-01,Buenos Aires,No residentes,994,""
2013-08-01,CABA,Residentes,204490,""
2013-08-01,CABA,No residentes,175875,""
2013-08-01,Cuyo,Residentes,147628,""
2013-08-01,Cuyo,No residentes,23867,""
2013-08-01,Córdoba,Residentes,124752,""
2013-08-01,Córdoba,No residentes,6249,""
2013-08-01,Litoral,Residentes,229251,""
2013-08-01,Litoral,No residentes,24381,""
2013-08-01,Norte,Residentes,190540,""
2013-08-01,Norte,No residentes,16297,""
2013-08-01,Patagonia,Residentes,200495,""
2013-08-01,Patagonia,No residentes,50316,""
2013-09-01,Buenos Aires,Residentes,114150,""
2013-09-01,Buenos Aires,No residentes,1668,""
2013-09-01,CABA,Residentes,214587,""
2013-09-01,CABA,No residentes,192975,""
2013-09-01,Cuyo,Residentes,153117,""
2013-09-01,Cuyo,No residentes,26015,""
2013-09-01,Córdoba,Residentes,134272,""
2013-09-01,Córdoba,No residentes,5821,""
2013-09-01,Litoral,Residentes,232439,""
2013-09-01,Litoral,No residentes,24493,""
2013-09-01,Norte,Residentes,183045,""
2013-09-01,Norte,No residentes,16242,""
2013-09-01,Patagonia,Residentes,212393,""
2013-09-01,Patagonia,No residentes,53105,""
2013-10-01,Buenos Aires,Residentes,148335,""
2013-10-01,Buenos Aires,No residentes,1709,""
2013-10-01,CABA,Residentes,225547,""
2013-10-01,CABA,No residentes,209870,""
2013-10-01,Cuyo,Residentes,154129,""
2013-10-01,Cuyo,No residentes,30463,""
2013-10-01,Córdoba,Residentes,146745,""
2013-10-01,Córdoba,No residentes,6280,""
2013-10-01,Litoral,Residentes,226286,""
2013-10-01,Litoral,No residentes,30388,""
2013-10-01,Norte,Residentes,180990,""
2013-10-01,Norte,No residentes,18648,""
2013-10-01,Patagonia,Residentes,199261,""
2013-10-01,Patagonia,No residentes,56387,""
2013-11-01,Buenos Aires,Residentes,194255,""
2013-11-01,Buenos Aires,No residentes,2545,""
2013-11-01,CABA,Residentes,232987,""
2013-11-01,CABA,No residentes,227752,""
2013-11-01,Cuyo,Residentes,138997,""
2013-11-01,Cuyo,No residentes,30045,""
2013-11-01,Córdoba,Residentes,150044,""
2013-11-01,Córdoba,No residentes,5829,""
2013-11-01,Litoral,Residentes,217204,""
2013-11-01,Litoral,No residentes,31576,""
2013-11-01,Norte,Residentes,153639,""
2013-11-01,Norte,No residentes,25738,""
2013-11-01,Patagonia,Residentes,207215,""
2013-11-01,Patagonia,No residentes,94744,""
2013-12-01,Buenos Aires,Residentes,181883,""
2013-12-01,Buenos Aires,No residentes,2718,""
2013-12-01,CABA,Residentes,197012,""
2013-12-01,CABA,No residentes,208248,""
2013-12-01,Cuyo,Residentes,108933,""
2013-12-01,Cuyo,No residentes,24067,""
2013-12-01,Córdoba,Residentes,142163,""
2013-12-01,Córdoba,No residentes,5901,""
2013-12-01,Litoral,Residentes,175497,""
2013-12-01,Litoral,No residentes,30444,""
2013-12-01,Norte,Residentes,110111,""
2013-12-01,Norte,No residentes,19365,""
2013-12-01,Patagonia,Residentes,184363,""
2013-12-01,Patagonia,No residentes,96626,""
2014-01-01,Buenos Aires,Residentes,363809,""
2014-01-01,Buenos Aires,No residentes,4519,""
2014-01-01,CABA,Residentes,163901,""
2014-01-01,CABA,No residentes,190986,""
2014-01-01,Cuyo,Residentes,149745,""
2014-01-01,Cuyo,No residentes,30911,""
2014-01-01,Córdoba,Residentes,250017,""
2014-01-01,Córdoba,No residentes,5536,""
2014-01-01,Litoral,Residentes,225874,""
2014-01-01,Litoral,No residentes,39724,""
2014-01-01,Norte,Residentes,171814,""
2014-01-01,Norte,No residentes,29069,""
2014-01-01,Patagonia,Residentes,327506,""
2014-01-01,Patagonia,No residentes,130678,""
2014-02-01,Buenos Aires,Residentes,293373,""
2014-02-01,Buenos Aires,No residentes,2939,""
2014-02-01,CABA,Residentes,169206,""
2014-02-01,CABA,No residentes,179981,""
2014-02-01,Cuyo,Residentes,145361,""
2014-02-01,Cuyo,No residentes,34051,""
2014-02-01,Córdoba,Residentes,199213,""
2014-02-01,Córdoba,No residentes,5210,""
2014-02-01,Litoral,Residentes,226155,""
2014-02-01,Litoral,No residentes,34552,""
2014-02-01,Norte,Residentes,146063,""
2014-02-01,Norte,No residentes,22407,""
2014-02-01,Patagonia,Residentes,262127,""
2014-02-01,Patagonia,No residentes,115633,""
2014-03-01,Buenos Aires,Residentes,205384,""
2014-03-01,Buenos Aires,No residentes,1932,""
2014-03-01,CABA,Residentes,199507,""
2014-03-01,CABA,No residentes,218274,""
2014-03-01,Cuyo,Residentes,139100,""
2014-03-01,Cuyo,No residentes,30936,""
2014-03-01,Córdoba,Residentes,154110,""
2014-03-01,Córdoba,No residentes,6128,""
2014-03-01,Litoral,Residentes,233671,""
2014-03-01,Litoral,No residentes,32752,""
2014-03-01,Norte,Residentes,146460,""
2014-03-01,Norte,No residentes,27235,""
2014-03-01,Patagonia,Residentes,205318,""
2014-03-01,Patagonia,No residentes,77967,""
2014-04-01,Buenos Aires,Residentes,124254,""
2014-04-01,Buenos Aires,No residentes,1814,""
2014-04-01,CABA,Residentes,190460,""
2014-04-01,CABA,No residentes,202305,""
2014-04-01,Cuyo,Residentes,121421,""
2014-04-01,Cuyo,No residentes,26254,""
2014-04-01,Córdoba,Residentes,132166,""
2014-04-01,Córdoba,No residentes,6250,""
2014-04-01,Litoral,Residentes,195598,""
2014-04-01,Litoral,No residentes,33800,""
2014-04-01,Norte,Residentes,159966,""
2014-04-01,Norte,No residentes,27034,""
2014-04-01,Patagonia,Residentes,163753,""
2014-04-01,Patagonia,No residentes,45171,""
2014-05-01,Buenos Aires,Residentes,99448,""
2014-05-01,Buenos Aires,No residentes,1529,""
2014-05-01,CABA,Residentes,208207,""
